date	time	id	reviewer name	reviewer address	contact number	variation	verified_reviews	sentiment	feedback
29-Jul-18	20:20:06	3900405	Elizabeth Banks	"359 West Locks
Scottberg, NC 10546"	(932)561-7194	Black  Show	Great device, features are awesome, the interaction is fantastic. Home automation works perfect if you link up your accounts correctly. My only issue is out of (4) Echo Shows (2) of them have been sent off for repair because of the screen glitching!! These are less than 3 months old and already having issues!First repairs were sent off and they “updated the firmware” when I got the device back nothing worked, I had to update to the newest firmware for it to work again. Then (2) weeks later the glitch starts up again!I love the show but I’m getting really frustrated with the glitching.	1	0
30-Jul-18	22:45:38	299191	Joshua Wu	"4150 Martin Drive Suite 369
Rogersstad, ND 66880"	6009801836	Black  Dot	It's easy to set up and use. There are new features and skills added all the time.	5	1
30-Jul-18	12:51:24	4163100	Mr. Carlos Thompson	"486 Connie Lake
West Jennifer, DC 02645"	7827632016	Black  Show	It’s fun	5	1
30-Jul-18	20:36:36	5810017	Laura Foster	"17204 Patricia Land
Port Jacqueline, ID 19441"	9132514442	Black  Dot	It is s great tool helping with information.	5	1
29-Jul-18	12:58:49	2094060	Tracy Murphy	"0822 Lori Mews
Youngmouth, MT 13793"	583-312-1494	Heather Gray Fabric 	Love the feature to play music in every room with multiple Echos.	5	1
30-Jul-18	06:00:49	3762376	Randy Orr	"20873 Gregory Station
Heatherhaven, FL 43594"	7834549280	Charcoal Fabric 	I bought this to compare the speaker quality to our first generation speaker and i like the sound better.  I will ship this to my daughter though because I like the fact that my first generation has a chargeable base that we bought which keeps it more mobile and she needs a better sound than what she has now.	5	1
30-Jul-18	07:59:14	4046382	Brooke Harrison	"450 Mosley Row Apt. 443
Lake Tinatown, AZ 35261"	8942777732	Black  Dot	 	5	1
29-Jul-18	21:12:59	3119125	Carrie Hicks	"00253 Collins Field
Lake Maryburgh, NM 74565"	793-369-4987	Charcoal Fabric 	See subject line.  Love it	5	1
30-Jul-18	02:17:53	7414549	Brandon Warner	"962 James Orchard
Williamside, ID 16513"	6926376343	Black  Dot	I got this for dad on father's Day!  He was tickled with it!	5	1
30-Jul-18	17:03:45	6046490	Alex Jacobs	"338 Sara Lock Apt. 387
New Madisonmouth, KS 45939"	7059362322	Charcoal Fabric 	I'm still learning how to use it, but so far my Echo is great! The sound is actually much better than I was expecting.	5	1
29-Jul-18	17:39:25	4831689	Justin George Jr.	"05317 Rebecca Keys
Hernandezhaven, NC 30272"	6207517059	Black  Show	Super fun !! I ty is what I was expecting	5	1
16-Jul-18	03:48:24	1347442	William Lopez	"022 Hess Points
West Margaret, VI 27061"	(755)741-7086	White	Looks and works perfect. Glad I got a good deal.	5	1
28-Jun-18	20:27:46	3198565	Kimberly Gibson	"4378 David Unions
Port Paul, VT 63046"	565-229-3301	Black  Plus	It is very convenient but wish i could request more music.	4	1
28-Jul-18	22:00:24	2896306	Thomas Sparks	"PSC 9269, Box 5433
APO AA 37477"	6966423025	Black  Plus	First time using Alexa and so far I love it.	5	1
6-Jul-18	02:34:47	178859	James Santos	"71229 Debbie Corners
Stevensburgh, FM 64515"	(565)687-8791	Black  Plus	It appears to be working fine my first Echo stopped replying to my requests and I received the Echo plus very happy no problems no hassel exchange.	5	1
30-Jul-18	22:14:50	3253740	Mark Myers	"USCGC Williams
FPO AE 55407"	4968614838	Configuration: Fire TV Stick	Works great	5	1
31-Jul-18	01:40:57	5318620	Joseph Brown	"18322 Victoria Isle Apt. 106
West Nicholas, NV 59630"	8779140035	Configuration: Fire TV Stick	Able to watch all of the shows I love and more.	5	1
30-Jul-18	05:33:46	773040	Elijah Lewis	"7382 Preston Hills Suite 943
Christopherfort, MS 47487"	(465)871-0480	Sandstone Fabric 	I love my Echo!  Works just like they said it would. I don't have a &#34;smart&#34; home, so I cannot speak about that function, but everything else about it is good.	5	1
30-Jul-18	21:04:01	7811815	Kelly Norton	"PSC 1941, Box 0266
APO AP 83553"	(799)793-6653	Configuration: Fire TV Stick	I liked it was linked to prime	5	1
30-Jul-18	22:11:15	5285144	Ellen Stuart	"78560 Tara Glens Suite 986
West Robertchester, WY 52111"	7148132033	Black  Dot	I liked linking two more rooms in the home	4	1
30-Jul-18	09:32:40	737408	Jennifer Owen	"21876 Adams Mountains Suite 256
Warrenville, ID 55490"	(204)620-0323	Charcoal Fabric 	Love, Love, Love!!	5	1
30-Jul-18	22:40:24	5961015	Jerry Henry	"2537 Morgan Manor Suite 940
Davidburgh, GU 30844"	696-518-5770	Configuration: Fire TV Stick	I love my fire stick thank you so much	5	1
12-Jul-18	14:51:38	5141534	Louis Johnston	"7134 Cooke Junction Suite 948
Franklinbury, TN 31056"	350-800-7500	White  Plus	Holy sound quality batman! This thing jams. It's insanely helpful and just a nice gadget to have around.	5	1
30-Jul-18	11:54:12	1616956	Jasmine Vaughn	"3774 Brown Valleys
Jonathanland, VA 56624"	9998106561	Black  Dot	Good but it’s pretty low	5	1
30-Jul-18	21:18:11	1181072	Bianca Lee	"777 John Freeway Suite 007
Velezstad, VA 36407"	958-312-0209	Black  Spot	Put this on my night stand to use as a clock and alarm. Works great. Every morning I get the weather and news when I get up. Also reminds me of all the appointments my wife and I have.	5	1
29-Jul-18	19:34:47	8142285	Mario Gonzalez	"74255 Hannah Neck
New Jose, GA 27548"	2168255272	Charcoal Fabric 	We are so glad that we got the Echo over a Bluetooth speaker. Alexa does so much more stuff than other non smart speakers out there. I personally love the timer feature. It has helped me with cooking multiple things simultaneously. Pandora integration is another feature that I use daily. So happy with out Prime Day purchase. I will get the Echo hub and a few more Echo dots in the future.	5	1
30-Jul-18	18:25:10	155905	Daniel Bates	"5423 Sandoval Islands Suite 157
Samuelport, NH 42131"	8688315505	Sandstone Fabric 	I got a second unit for the bedroom, I was expecting the sounds to be improved but I didnt really see a difference at all.  Overall, not a big improvement over the 1st generation.	3	1
18-May-18	23:01:41	639032	Nicholas Contreras	"262 Patricia Meadows
Sophiaside, MI 58683"	(357)253-2501	Black	My 2nd one and I use them all the time.	5	1
29-Jul-18	17:10:44	3220605	Christian Peterson	"68473 Joy Dale Apt. 728
Gregoryberg, MD 85700"	(774)269-7832	Charcoal Fabric 	I replaced my 1st gen, was concerned about a smaller unit not having the same sound...I was wrong.  If anything it's the same volume, and more clear.  Good product.	5	1
30-Jul-18	13:23:04	3267531	Eric Rowe	"3349 Anderson Villages Apt. 768
Jenniferville, AZ 00559"	3712756161	Black  Show	The Echo Show is ok, however the constant suggestions about what to ask Alexa are sooooo annoying and there is no way to eliminate it. Also, I thought I could have the weather for an area displayed continuously,  but I have to talk to Alexa, which I don't want to do in the middle of the night. Had I payed full price it would have been returned. There are other features that are nice, but I may never use them.	3	1
30-Jul-18	10:42:44	8592867	Tony Mckenzie	"12110 Snow Camp Suite 434
Yorkberg, ND 60396"	951-626-4298	White  Dot	as expected	5	1
30-Jul-18	21:25:05	8432538	Robert Johnson	"677 Young Shore
North Jennifer, KY 48069"	7319255716	Black  Dot	love it	5	1
30-Jul-18	02:11:17	2288792	James Ellis	"10611 Bailey Burgs Suite 191
Martinmouth, AL 21500"	4192366033	Black  Show	I love it.	5	1
30-Jul-18	13:52:54	2829284	Joshua Hill	"16865 Johnson Flats
New Kirkland, NH 71020"	7672382978	Black  Plus	Using as a hub and music.	5	1
9-Jul-18	20:02:50	7183455	Sandra Ward	"USS Stevens
FPO AE 28829"	3574262322	Black	Granddaughter loves it	5	1
29-Jul-18	09:31:21	6982651	Sabrina Thomas	"PSC 2723, Box 2463
APO AA 68568"	(824)208-7403	Heather Gray Fabric 	Love it but having a hard time setting up all the apps	5	1
30-Jul-18	18:45:58	4130648	Steven Beasley	"59526 Medina Fort Apt. 848
Lopezport, TN 23436"	813-336-9894	Sandstone Fabric 	Stopped working after 2 weeks ,didn't follow commands!? Really fun when it was working?	1	0
29-Jul-18	02:53:27	7401820	Brandon Tate	"7299 Moore Shore Apt. 879
Monicaville, WA 88061"	5396684805	Black  Show	Fairly easy to use	4	1
30-Jul-18	17:55:31	1887673	Brandon Butler	"54134 Stephanie Fords Suite 692
East Phillip, DC 56703"	7522322937	Black  Dot	Just got my third one. Love them	5	1
24-Jul-18	01:24:19	2279280	Christopher Hamilton	"43606 Amanda Haven
Brianaville, KS 97136"	2077187183	White  Spot	We love using it for bedtime reading on Audible. It's very kid-friendly, and I can see liking it in the kitchen while I'm cooking since it's small and unobtrusive. We like it better than our Echo Dot.	5	1
30-Jul-18	04:00:03	2184881	Amber Lewis	"888 Singh Freeway
Lake Lindsay, WI 96426"	7356104749	Black  Dot	It won’t work as a blue tooth speaker with my tv,it connects but won’t work	3	1
28-Jul-18	05:45:15	2568090	Terry Phillips	"994 Williams Loaf
Lake Bobbystad, IA 85389"	(611)258-1853	Black  Plus	I bought this specifically for the smart hub capability. So far it has been great. Easy set up instructions for all the various brands compatible with it.	5	1
29-Jul-18	10:12:13	7988819	Jeremy Scott	"6412 Dean Summit Suite 255
Pattersonstad, TX 29416"	5483656555	Black  Show	I have the echo but got 2 show. 1 for my Daughter. Absolutely love it. Especially for the video chat.	5	1
30-Jul-18	12:57:15	957590	Tiffany Nichols	"433 Tyler Views Apt. 079
South Joshuatown, WI 57657"	485-756-7240	Configuration: Fire TV Stick	Prime video	5	1
31-Jul-18	20:37:24	492212	Lisa Carter	"86212 Meadows Fort Suite 189
Robertview, AL 07316"	856-483-1577	Configuration: Fire TV Stick	Totally clear picture with numerous channels available. Used for my kitchen tv	5	1
11-Jul-18	11:38:11	4264019	Christina Cooke	"795 Clifford Crescent
Elizabethstad, IA 57090"	(231)954-4729	Black	Simple set up.  Music everywhere.	5	1
30-Jul-18	18:39:13	3490595	Jillian Gray	"USCGC Clark
FPO AE 82609"	516-264-8053	White  Dot	I loved it does exactly what it says	5	1
30-Jul-18	10:38:20	529269	Jordan Mitchell	"38343 Angela Radial Apt. 462
Randyland, HI 43855"	4385898529	Black  Dot	Very satisfied with the product	5	1
29-Jul-18	21:30:35	2713252	Sheryl Hawkins	"393 Ashley Way Suite 206
East Pennyport, DE 85933"	275-262-0948	Charcoal Fabric 	Good quality, great sound quality	4	1
30-Jul-18	10:27:31	1692943	Bradley Guzman	"Unit 6561 Box 2154
DPO AP 31051"	942-827-4073	Black  Dot	Nope. Still a lot to be improved. For most of the things we ask.. It says.. Hmmmm.. I dont know that.	2	0
15-Jul-18	16:36:36	5715037	Brenda Huffman	"492 Jason Divide
West Heatherport, PA 44730"	614-548-4976	Black  Spot	I’m not sure why or how Amazonia asking me about this purchase. I got it as a gift from my kids for Mother’s Day...  It was not bought from my account. Lil bit creepy 😑. I haven’t really had much use for it as no one calls, they text. So that part meh. The other things it does are no different than the other Alexa products.	5	1
30-Jul-18	10:04:14	6279274	Edward Williams	"077 Armstrong Street Apt. 659
Port Lorifort, OK 43774"	3045840444	Heather Gray Fabric 	awesome thing, love Alexa	5	1
30-Jul-18	04:00:07	3766797	Denise Davidson	"0837 Henson Vista
North Krystal, VT 67069"	(769)588-1276	Black  Dot	I love it, it is just what I thought it would be!!!  I'm addicted!	5	1
18-May-18	03:52:57	3582033	Deanna Maddox	"7446 Villa Common Suite 773
Brownmouth, VA 60778"	649-844-3434	Black	Not very loud but quality and ease of use is great. Sound is perfect for background music, would suggest 2-or more connected together if you’re trying to use for hosting a louder party	4	1
30-Jul-18	00:29:56	843579	Kevin Gregory	"49247 Shaun Trafficway
Michaelside, AK 12017"	2282370155	Black  Dot	Love my echo dot easy to use and set up	5	1
28-Jul-18	23:51:22	3329215	Edward Miller	"155 Martha Skyway Suite 831
Craigview, TN 54147"	690-553-3105	Black  Show	It seems a little less intuitive then the regular Echo Plus. It's also a little harder for it to pick up what you're saying.  When combined with the other four we have in the household, having to speak loud enough for it to hear was cross activating other ones, so we had to rename this one.  Overall it works well, but does not seem as adept at doing things as the original Echo Plus.	4	1
28-Jul-18	01:43:24	5903554	Chelsea Flynn	"49611 Christopher Cliffs Apt. 076
Williammouth, MP 20371"	(729)293-0269	Black  Spot	still learning how to ise it but is DOES NOT disappoint. I’m giving to everyone for Christmas so I can “check in” on them unnannounced like they do me...just show up with no advanced warning!!!	5	1
21-Jun-18	10:01:16	2265237	Justin Jackson	"7913 Sabrina Oval
Austinville, HI 78197"	8264556637	Black	Loved the price for an essentially brand new Dot!! Opening it, you really couldn’t tell that it was refurbished. Everything looked brand new. For $20 less than a new unit, I couldn’t consider this a better deal! I really love the versatility of the echo dot. Get you one while you can!	5	1
25-Jul-18	12:26:47	1565578	Monica Thompson	"86241 Allen Cliffs
Lake Yesenia, NH 38667"	(313)779-7929	Black  Spot	Surprisingly handy. Wish it had more options geared towards it being on your nigh stand. Like an even dimmer setting.	4	1
30-Jul-18	05:27:47	7776872	Jeremy Baker	"624 Evan Crescent Apt. 206
Denisebury, MI 74819"	(406)463-1767	Black  Dot	I've only got to use it for a couple of weeks before having to go into the hospital, but had good time with it for the short time I did use it. It was fun trying to use Alexa	4	1
30-Jul-18	20:05:09	5807248	Kimberly Brown	"USNS Gonzales
FPO AE 32327"	507-232-0863	Black  Dot	Love it. Added it to an upstairs bedroom	5	1
20-Jul-18	19:23:41	7628465	Doris Charles	"14087 Faith Valleys Apt. 646
Danielleton, VA 41937"	3918098901	Black	I bought an echo dot that had been refurbished but its stops whatever function its performing quite often, doesn't wake up every time, randomly turns on but does nothing. Do not buy a refurbished Echo dot.	1	0
30-Jul-18	18:25:50	6961180	Kyle Madden	"883 Wright Station
West Kevin, PR 69977"	607-904-5358	Black  Dot	Absolutely love it!!!!	5	1
28-Jul-18	06:17:06	796758	Tamara Garcia	"5344 Matthew Haven
East Ashley, NJ 14006"	7032473060	Black  Plus	Fun	5	1
24-Jul-18	04:48:55	720402	Corey Patterson	"61542 David Skyway Suite 297
New Alicia, WV 91407"	9508278137	White  Spot	Great product EXCEPT there is no possible way for it to act as a clock the displays the time PERMANENTLY.  When in 'Clock' mode, the screen rotates between the clock face and a 'Things to Try' screen.  I intended on buying several units for my house, but I do not need a screen in the house that is permanently trying to upset me.  Acting as clock should be a BASIC feature of the Echo Spot.  How could you get this wrong, Amazon??  #FAIL	1	0
29-Jul-18	19:55:34	6767302	Bradley Hill	"54991 Andrew Viaduct Apt. 433
Port Charlesmouth, AZ 80165"	3916972771	Charcoal Fabric 	Very easy to set up and have no issues.	5	1
30-Jul-18	16:24:35	7035434	Kaylee Haynes	"118 Peck Station
Port Keith, KY 52587"	(919)398-3444	Black  Dot	I LOVE ALEXA!! SHE ROCKS!!!	5	1
16-Jun-18	06:05:25	8782321	William Simpson	"16774 James Spurs
South Linda, OR 11214"	291-430-5399	Black	This is just like new -- same performance as our brand new one; no problems.	5	1
28-Jul-18	15:00:27	6926428	Donna Silva	"867 Brown Crossing
New Martin, AK 44403"	(942)271-9271	Charcoal Fabric 	Almost as good as my Bose. Love the whole house music.	5	1
30-Jul-18	01:10:38	7788171	Jennifer Williams	"1300 Debra Plains Apt. 225
South Tiffany, DE 05195"	(618)421-9987	White  Dot	I loved it does exactly what it says	5	1
14-Jun-18	04:33:28	6071031	John Aguirre	"918 Green Turnpike
Lake Tammy, VT 69421"	4882706427	White	I love this as a second &#34;Alexa&#34; in our bedroom.  Great for checking weather, for meditation music, and as a timer - Perfect for my husband who has to use eye drops multiple times each day and keep his eyes closed for 5 minutes.	5	1
30-Jul-18	01:48:23	3123710	Nathaniel Wolfe	"41346 Sanchez Gateway
New Samuelport, PR 48600"	3598859625	Configuration: Fire TV Stick	 	5	1
30-Jul-18	01:09:51	8021734	Jose Ford	"6110 William Creek
South Franktown, MH 10267"	(941)451-0092	Heather Gray Fabric 	Works great! Killer speaker! My wife and son love it.	5	1
30-Jul-18	07:47:04	163189	Christopher Ho	"90654 Craig Shoals
Port Charles, NC 67260"	(655)588-8247	Black  Dot	We have 3 echos now, even one in the barn, great idea for when I am working with my horse, can still get news flashes & my music!	5	1
27-Jul-18	10:40:21	2364487	Joseph Romero	"USCGC Wilson
FPO AP 83586"	(468)283-3991	White  Plus	Love it!	5	1
20-Jul-18	22:08:29	4032854	Chase Morris	"462 Simmons Spur
Conradhaven, KS 90675"	8374087630	White  Plus	I love it, in my living room	5	1
30-Jul-18	16:02:56	2947789	Daniel Hayes	"39498 Berry Brooks Apt. 431
Williamborough, TX 05016"	8814183730	Heather Gray Fabric 	I was a little nervous when I received my new Echo as I'm not really Tech savvy. I found it a bit intimidating at first but it didn't take me to long to figure it out!! I'm very happy with my purchase and now thinking of adding an echo spot!!!	5	1
30-Jul-18	11:20:33	5561179	Tyler Rivas	"3002 Eric Divide
West Max, MI 54289"	(265)601-0995	Configuration: Fire TV Stick	Good wifi TV stick	4	1
31-Jul-18	07:46:24	6435568	Tara Rivera	"6067 Torres Forks Apt. 852
Youngview, WI 47196"	613-420-0783	Black  Show	Love the Echo Show.  Being able to see the lyrics of the songs as they play or to be able to put a recipe up on the screen is wonderful!!	5	1
28-Jul-18	10:19:25	393187	David Smith	"49326 Payne Hills Suite 573
Lake Elizabeth, DC 97641"	(588)820-8178	Black  Plus	Love warehouse buys. If this was just in good used condition, then new must be newer than new. Seriously, this one was perfect, not a mark on it anywhere. Great buy!	5	1
30-Jul-18	12:15:37	8419462	Steve Bonilla	"826 Emily Mews Suite 952
Tammystad, SC 35670"	9586884586	Black  Dot	Use the product for music and it’s great!	5	1
30-Jul-18	08:24:32	3835615	Emily Hughes	"318 Kimberly Mission
South Sarah, MD 30900"	776-288-0122	Charcoal Fabric 	Still love it	5	1
30-Jul-18	13:49:32	1296643	Melissa Dyer	"6772 Tony River Apt. 160
Cannonburgh, NC 82638"	2425388518	Black  Dot	I reached out to Amazon, because the device wanted to sync my phone number but it would not allow because it said my number was already in use.  Customer service couldn't help they basically told me to contact Sprint to assist.  So Echo does the bare minimum without access to my phone for set up, so its kind of pointless to have and pay for.	1	0
30-Jul-18	17:08:19	3440575	Jessica Banks	"393 Tina Street Apt. 444
Claytonton, CA 42878"	537-452-2214	Black  Dot	I really enjoy being able to just make a request  for my favorite music and it happens I have no complaints at this time...	5	1
30-Jul-18	15:29:16	7177387	Shawn Richardson	"1700 Cynthia Mission
Romeroberg, SC 68158"	387-455-7583	Black  Dot	Fantastic product, I use it as a smart home hub and to play music through speakers mainly, the customizable routines are so nice and very easy to program	5	1
30-Jul-18	13:25:58	4470964	Joshua Collins	"401 Gerald Ports Suite 383
West Jennifer, NH 89830"	(291)933-9324	Heather Gray Fabric 	Love it!	5	1
26-Jun-18	18:43:51	4982045	Erin Smith	"0338 Reynolds Extension
East Jeremiah, MN 40801"	9089160458	Black	I like it because you could ask it different questions and it does different things it works intermittently with my smart TV if I ask you to change the volume it does or does it sometimes if I ask you to change the channel it does or doesn't sometimes I have to reset it I don't know if it's because it's refurbished but it's okay it's just not what I expected	5	1
30-Jul-18	15:16:43	6469231	Bryan Riggs	"Unit 7086 Box 6080
DPO AA 61050"	239-956-8480	White  Dot	I love it!!	5	1
30-Jul-18	23:12:40	2016849	Daniel Colon	"2254 Phillips Light Suite 403
Nelsonmouth, LA 49685"	(873)685-5929	White  Dot	I really like the echo dot. It’s amazing to be able to set an alarm or timer just by talking to the echo dot.	5	1
30-Jul-18	18:49:40	609427	Evan Carter	"41980 Amanda Port
Port Danielleport, OK 60307"	2827433426	Black  Dot	 	3	1
30-Jul-18	02:49:24	951219	Douglas Mills	"80783 Gonzalez Prairie
Johnmouth, MO 09671"	505-948-8636	Charcoal Fabric 	Already had an Echo Dot. The Echo is even better with fuller sound. Also during setup it now lets phone calls to be made to my contact list which is great!	5	1
19-Jul-18	21:46:40	8049499	Travis Harrison	"9043 Scott Corners Apt. 297
South Erica, IL 55001"	2333560936	Black  Spot	Having received this as a gift, I am writing my initial thoughts: (compared to my google home mini)PROS:  Way easier to setup than the google home mini.  I was able to connect ALL of my smart home device (unlike google) without any issues.  Making phone calls on this was clearer for the receiver to understand me.CONS:  Need to enable 'skills' to get more functionality.  Google home has built in functionality to search the web for answer to questions easier than  the amazon echo.  Could not connect this to youtube.	4	1
23-May-18	03:47:16	2100679	Lisa Johnson	"56205 Sonia Forges
Lake Travisbury, FM 66936"	210-790-7298	Black	I love it!	5	1
17-Jul-18	03:00:40	1224713	Julie Brown	"0504 Jessica Vista Suite 900
Thomasmouth, CO 66304"	(363)495-6663	Black  Spot	I bought this for my mother and she loves it! I want to get one for myself now!	5	1
26-Jul-18	01:31:16	1131929	Brittany Warren	"86340 Eric Ville
Munozstad, ND 32046"	632-316-3117	Black  Plus	Nice add on to a home.What I don't like are the limitations, for example world soccer. It won't give you much info of sport teams other than American.	4	1
30-Jul-18	17:30:02	425688	Anthony Bonilla	"Unit 2232 Box 1735
DPO AA 72414"	5557594392	Configuration: Fire TV Stick	Use it all the time and love it. Very quality product.	5	1
30-Jul-18	03:04:42	2337273	Heather Reese	"92817 Morris Alley Suite 782
Devonbury, NV 69275"	(727)626-4222	Black  Dot	The only negative we have on this product is the terrible sound quality.  A massive difference from the Alexa.  Which to us was a big reason we wanted to purchase this.Won’t be buying another until the speaker and sound quality can improve.	2	0
28-Jul-18	12:36:21	1356257	Doris Lindsey	"Unit 2255 Box 7492
DPO AP 81931"	(612)932-3958	Black  Show	It is awesome. I love being able to turn my lights on so I don’t have to walk into a dark home. I also get to video chat with my nephews who live states away by just asking Alexa to call.	5	1
26-Jul-18	18:29:42	411635	Susan Torres	"88032 Brewer Ports Apt. 938
Port Brian, TX 59827"	6717753792	White  Spot	Alexa wakes me up everyday for work to whatever station on Iheart radio or Spotify I want. Plus when I do get smart home devices she’ll be even more useful to me! She’s really helpful with answering random questions. The small screen sucks for video as it is small and round but it’s nice to have something to show time and pictures.	5	1
30-Jul-18	00:19:46	1036029	Kenneth Hutchinson	"91289 Pratt Throughway Suite 009
Port Garyton, OH 09834"	806-903-3947	Configuration: Fire TV Stick	The menu''s are cumbersome to get your apps set up.	4	1
30-Jul-18	07:46:32	1763986	Michelle Gonzalez	"46909 Marc Garden
Dannyfurt, NE 46282"	367-270-8711	Black  Dot	A great product for the price, works well!!	5	1
30-Jul-18	03:06:34	7384603	Michael Kane	"79941 Parsons Shoal
Port Tristan, OK 67814"	2652974109	Black  Dot	Son loves it.	5	1
30-Jul-18	22:30:01	409164	Mr. Juan Gonzalez MD	"5863 Dawson Branch Suite 415
Fordfurt, KS 55621"	7262125154	Black  Dot	Love it.  It works great.  Alexa still has some problems  but it is getting better every day.  I'm not an expert but I think the sound quality is fine.  Not perfect but good.	5	1
30-Jul-18	07:29:10	2184733	David Jarvis	"21450 John Parks
West Stacey, ND 64408"	(530)515-3306	Black  Dot	I really love my dots! So awesome how it’s connects all my rooms. But like you’ve read with other reviews they are definitely lower in volume. Which I’m sure if I connected it to speaker or another device it would be great. But as a stand alone the volume is just ok. Definitely not like my tall echo. And the dots don’t pick up voice as good as my tall echo.Still totally love them and would recommend 100%	4	1
2-Jul-18	04:57:04	867935	Dominique Brandt	"9763 Pearson Tunnel
South Hannah, PA 63111"	(844)695-2209	Black	Love it!  Great fun!	5	1
30-Jul-18	10:47:08	7356531	Jennifer Wall	"0569 Jeffrey Radial
New Kimberly, TN 78121"	7815838882	White  Spot	So far so good.	5	1
30-Jul-18	10:34:51	6333476	Shaun Gomez	"0701 Beth Knoll
Josephville, NE 50410"	713-363-6356	Black  Dot	I used it to control my smart home devices. Works great.	4	1
10-Jun-18	02:16:10	1838458	Darren Pierce	"PSC 9475, Box 5197
APO AP 96776"	938-693-2636	Black	Love it. It's like having a second wife.	5	1
30-Jul-18	02:22:40	3136127	Marie Pace	"441 Molly Station
Johnstad, NH 27688"	(906)937-4311	Charcoal Fabric 	Love being able to listen to music easily. Still learning all the features available	5	1
28-May-18	21:45:05	7252669	Sandra Williams	"348 Cindy Forest
Lake Amandaport, OH 71526"	3976244508	Black	Very fun to use and having morning briefing	5	1
26-Jun-18	05:42:14	4096665	Bethany Becker	"USNS Thompson
FPO AA 88580"	(496)972-5411	Black	So far the certified refurbished Echo Dot works well. It was a little confusing to have a green ring on the Echo Dot and not 100% know why it was there. Asked Alexa and she said it was because of a receiving a call or drop in. But that was not the case. Took about 10 minutes to figure out it was a notification that I had a delivery from amazon. I believe the ring is supposed to be yellow and pulsate for a message notification, but on my refurbished Echo Dot it was Green and pulsed.	5	1
30-Jul-18	09:01:32	7881388	Lauren Gardner	"6707 Abbott Throughway
Lake Josephton, NV 87479"	389-239-7763	Configuration: Fire TV Stick	Great streaming device	5	1
24-Jul-18	19:42:29	2326056	Kathleen Duffy	"053 David Shoal Suite 287
New Thomas, WA 35392"	541-217-5298	Black	Never could get it to work. A techie friend looked at it for me and said the adapter wasn't strong enough to power it and that it looked like it had been bought at a dollar store. So, I am going to replace the adapter and hope it works then.	1	0
30-Jul-18	00:53:43	3957709	David Gardner	"8214 Dana Ports Apt. 389
North Chelseaport, CT 13437"	6336383485	Configuration: Fire TV Stick	Love that the fire stick allows me enough choices to ditch cable!	5	1
28-Jul-18	16:20:18	1040664	Stephen Howard	"85716 Jennifer Way
Lake Shane, PW 28200"	4884501497	Black  Plus	Really cool device that does a ton of stuff. Fun games like Jeopardy. We used this to set up smart bulbs and light switches. Make sure you ge the stuff that corresponds with this particular hub. Had to make a few runs back to the store for exchanges.	5	1
20-Jun-18	10:16:46	6811507	William Fisher	"20895 Jackson Isle
Port Shannonborough, MA 96058"	(620)778-5973	White	Just like new	5	1
23-Jul-18	21:35:31	500076	Matthew Watts	"253 Brady Grove Apt. 203
North Robert, ND 94475"	379-461-3778	Black  Spot	item returned for repair ,receivded item back from repair 07/23/18 . parts missing no power cord included.please advise	2	0
30-Jul-18	22:18:43	1198482	David Zavala	"Unit 2185 Box 1942
DPO AE 96441"	(817)253-7927	Black  Dot	I love these, I have 2 dots and one echo. For a medium size rooms these are loud enough without external speakers although I do use external for the dots.	5	1
30-Jul-18	04:53:46	277054	Linda Sullivan	"2930 Alexander Square
Josephfurt, SC 62032"	455-911-4925	White  Dot	works like any other one!	5	1
18-Jun-18	15:31:50	7030552	Jacob Robertson	"22133 Cruz Burgs
East Debbie, NV 90183"	729-489-1490	Black	Works great as a BT receiver with output connected to vintage stereo equipment.	5	1
30-Jul-18	18:42:26	7779551	Tina Barr	"97267 Harmon Meadow
Espinozabury, PW 77368"	(305)682-0536	Black  Dot	We love this thing! I wish I would have gotten it sooner. You will certainly want to go through the settings and lock it down if you have kids, but it is a great additional for even unexpected things like helping the kids with homework. There are loads of skills. I am very happy with this purchase, especially since I got it on prime day for almost half price.	5	1
29-Jul-18	00:33:23	6100733	Jennifer Rivera	"61891 Emily Prairie Apt. 216
Meganshire, MT 02654"	3268635808	White  Spot	After only a couple of days Alexa did not answer. I have disconnected and will see if it does any better after reconnecting.	1	0
28-Jul-18	15:42:40	7737332	Aaron Perkins	"0488 Ward Ridges Apt. 812
Kristinemouth, FM 80399"	674-227-6002	Charcoal Fabric 	Great sound for the size and the prize!! And of course....Alexa!	5	1
30-Jul-18	21:07:53	8735426	Tony Edwards	"562 Dennis Highway
Lindseymouth, CO 14802"	4516867459	Black  Dot	Does what I expected, and more.	5	1
27-Jul-18	11:04:40	3433831	Cassandra Brown	"898 Savage Route
New Alexisborough, NH 05279"	3939092084	Black	It works	5	1
30-Jul-18	06:02:42	8771676	Patrick Wood	"770 Hamilton Walk
North Sierramouth, OK 82228"	6068340599	Black  Plus	This is my 3rd Echo and with the built in hub it works great !  Now I have an Echo in the Family Room, My Bedroom and My Home Office.	5	1
31-Jul-18	09:02:36	2983972	Jacob Ferguson	"USNS Joseph
FPO AE 18408"	452-836-7508	Configuration: Fire TV Stick	Fast to load. But keeps rebooting  in middle of shows	2	0
30-Jul-18	10:23:12	4298334	Amanda Frederick	"2573 Buckley Forest
Port Aliciastad, RI 79982"	221-434-3606	Black  Dot	Awesome piece of technology that has simplified my life. Great purchase.	5	1
